Genre,Language,Nudity,Rating,Sex,Title,Violence,Release_Date,Production_Budget,Domestic_Gross,Worldwide_Gross
Drama,Medium,Light,PG-13,Medium,Like Crazy,None,10/28/2011,250000,3395391,3728400
Horror,Heavy,None,R,Light,Paranormal Activity 3,Heavy,10/21/2011,5000000,104028807,202053386
Horror,Heavy,Light,R,None,The Thing,Heavy,10/14/2011,38000000,16999934,27573078
Drama,Heavy,None,PG-13,Light,Footloose,Medium,10/14/2011,24000000,51802742,62989834
Drama,Heavy,None,PG-13,Light,Footloose,Medium,2/17/1984,8200000,80000000,80000000
Horror,Heavy,Medium,R,Heavy,Martha Marcy May Marlene,Heavy,10/21/2011,1000000,2981038,5438911
Horror,Heavy,Medium,PG-13,Light,Shark Night 3D,Medium,9/2/2011,25000000,18877153,32209741
Horror,Medium,Light,PG-13,Light,Dream House,Heavy,9/30/2011,50000000,21302340,41642166
Drama,Heavy,Light,PG-13,None,Moneyball,Light,9/23/2011,50000000,75605492,111300835
Drama,Light,Light,PG,None,Dolphin Tale,Light,9/23/2011,37000000,72286779,96068724
Drama,Heavy,Medium,R,Heavy,Straw Dogs,Heavy,9/16/2011,25000000,10324441,11253821
Comedy,Heavy,Medium,R,Medium,Our Idiot Brother,Light,8/26/2011,5000000,24814830,25861249
Science Fiction,Medium,Light,PG-13,Light,Rise Of The Planet Of The Apes,Medium,8/5/2011,93000000,176760185,482860185
Comedy,Heavy,Light,R,Medium,The Guard,Medium,7/29/2011,6000000,5359774,21197454
Comedy,Light,Medium,R,Medium,The Future,None,7/29/2011,1000000,568662,1239174
Thriller,Medium,Light,Not Rated,Light,Point Blank,Heavy,7/8/2014,3000000,0,0
Drama,None,Light,PG-13,Medium,Snow Flower And The Secret Fan,Medium,7/15/2011,6000000,1348205,11348205
Comedy,Heavy,None,Not Rated,Light,Salvation Boulevard,Medium,7/15/2011,5500000,28468,28468
Comedy,Light,Light,PG,None,The Smurfs,Light,7/29/2011,110000000,142614158,563749323
Horror,Medium,None,R,Light,Final Destination 5,Heavy,8/12/2011,40000000,42587643,155011165
Drama,Light,Light,PG-13,None,The Tree Of Life,Light,5/27/2011,35000000,13305665,61721826
Comedy,Light,None,PG-13,Light,Midnight In Paris,None,5/20/2011,30000000,56816662,162592828
Thriller,Heavy,Medium,Not Rated,Heavy,Hobo With A Shotgun,Heavy,5/6/2011,3000000,703372,834953
Drama,Light,Light,PG-13,Light,There Be Dragons,Medium,5/6/2011,36000000,1069334,4020990
Drama,None,None,PG,None,A Shine Of Rainbows,Light,3/15/2011,6000000,0,0
Comedy,Heavy,Medium,R,Medium,Paul,Medium,3/18/2011,40000000,37412945,101162106
Action Horror,Heavy,Light,PG-13,Light,Dylan Dog: Dead Of Night,Heavy,4/29/2011,20000000,1186538,6093725
Horror,Medium,None,R,None,Scream 4,Heavy,4/15/2011,40000000,38180928,95989590
Thriller,Medium,Light,PG-13,Light,Hanna,Heavy,4/8/2011,30000000,40259119,65343694
Comedy,Heavy,Light,R,Medium,Super,Heavy,4/1/2011,2500000,327716,593933
Horror,Medium,None,PG-13,None,Insidious,Medium,4/1/2011,1500000,54009150,99870886
Drama,Light,None,PG-13,None,War Horse,Medium,12/25/2011,70000000,79883359,156815529
Comedy,Light,None,PG,None,The Muppets,Light,11/23/2011,45000000,88625922,160971922
Science Fiction,Heavy,Light,PG-13,None,Real Steel,Medium,10/7/2011,110000000,85463309,263880341
Horror,Heavy,Medium,R,Medium,Fright Night,Heavy,8/19/2011,30000000,18298649,40520649
Drama,Heavy,None,PG-13,None,The Help,Light,8/10/2011,25000000,169705587,213120004
Science Fiction,Light,None,PG-13,Light,Source Code,Medium,4/1/2011,32000000,54712227,140428499
Gangster Movie,Heavy,Medium,R,Light,Kill The Irishman,Heavy,3/11/2011,12000000,1188194,1188194
Drama,Medium,Light,PG-13,Light,Limitless,Heavy,3/18/2011,27000000,79249455,155564919
Drama,Medium,Medium,R,Light,Winter In Wartime,Medium,3/18/2011,5800000,542860,9662214
Drama,Medium,Medium,R,Medium,The Other Woman,Light,4/25/2014,40000000,83911193,195111193
Animated,None,None,PG,None,The Lion Of Judah,Light,6/3/2011,1500000,0,0
Drama,Heavy,Medium,R,Medium,Red State,Heavy,9/23/2011,4000000,1065429,1983596
Comedy,Heavy,Heavy,R,Heavy,Hall Pass,Light,2/25/2011,68000000,45060734,87173475
Animation,None,Light,G,None,Gnomeo And Juliet,Light,2/11/2011,36000000,99967670,193737977
Science Fiction,Medium,None,PG-13,None,I Am Number Four,Medium,2/18/2011,50000000,55100437,146195159
Drama,Light,None,PG-13,None,The Eagle,Medium,2/11/2011,25000000,19490041,36054706
Science Fiction,None,None,PG,None,The Chronicles Of Narnia: The Voyage Of The Dawn Treader,Medium,12/10/2010,155000000,104386950,418186950
Drama,Heavy,Medium,PG-13,Medium,Country Strong,Light,12/22/2010,15000000,20218921,20601987
Drama,Heavy,Medium,R,Light,Casino Jack,Medium,12/17/2010,12500000,2039869,2272186
Thriller,Heavy,Medium,R,Medium,All Good Things,Heavy,12/3/2010,20000000,582024,873617
Drama,Light,None,PG-13,None,The Grace Card,Medium,2/25/2011,200000,2430735,2430735
Action Adventure.,Light,Light,Not Rated,None,Valhalla Rising,Heavy,7/16/2010,5700000,30638,731613
Drama,Heavy,Medium,R,Heavy,Blue Valentine,Heavy,12/29/2010,1000000,9737892,16566240
Comedy,Heavy,Light,R,Medium,Horrible Bosses,Light,7/8/2011,35000000,117538559,212417601
Comedy,Heavy,Medium,R,Medium,Friends With Benefits,Light,7/22/2011,35000000,55802754,146595891
Family,None,None,G,None,Winnie The Pooh,Light,7/15/2011,30000000,26692846,50145607
Comedy,Heavy,None,R,Medium,The Sitter,Medium,12/9/2011,25000000,30542576,38749404
Science Fiction,Light,Light,PG-13,None,Harry Potter And The Deathly Hallows: Part Ii,Medium,7/15/2011,125000000,381011219,1341511219
Comedy,Medium,Light,PG,Light,Zookeeper,Light,7/8/2011,80000000,80360866,170805525
Comedy,Light,Light,PG,None,Monte Carlo,Light,7/1/2011,20000000,23186769,39686769
Comedy,Light,Light,PG-13,Light,Larry Crowne,None,7/1/2011,30000000,35608245,61449135
Science Fiction,Heavy,None,PG-13,Light,Transformers: Dark Of The Moon,Medium,6/29/2011,195000000,352390543,1123790543
Science Fiction,Medium,Light,PG-13,Light,Green Lantern,Medium,6/17/2011,200000000,116601172,219535492
Science Fiction,Heavy,None,PG-13,None,Super 8,Medium,6/10/2011,50000000,127004179,257972745
Animated,None,None,PG,None,Kung Fu Panda 2,Medium,5/26/2011,150000000,165249063,664837547
Comedy,Light,Light,PG-13,Medium,Jumping The Broom,Light,5/6/2011,7000000,37295394,38158601
Comedy,Heavy,Light,PG-13,Medium,Something Borrowed,Light,5/6/2011,35000000,39046489,65084116
Science Fiction,Medium,Light,PG-13,None,Thor,Medium,5/6/2011,150000000,181030624,449326618
Comedy,Light,Light,PG,Light,Prom,Light,4/29/2011,8000000,10130219,10763183
Action,Heavy,None,PG-13,Light,Fast Five,Medium,4/29/2011,125000000,210031325,630163454
Drama,Medium,Medium,PG-13,Medium,Water For Elephants,Medium,4/22/2011,38000000,58709717,116809717
Drama,None,Light,PG,None,Soul Surfer,Medium,4/8/2011,18000000,43853424,47158652
Animated Comedy,None,Light,PG,None,Rio,Light,4/15/2011,90000000,143619809,487519809
Comedy,Heavy,Heavy,R,Heavy,Your Highness,Heavy,4/8/2011,50000000,21596445,26121638
Comedy,Light,None,G,None,Hop,Light,4/1/2011,63000000,108085305,188657593
Fantasy,Medium,None,PG-13,Light,Sucker Punch,Heavy,3/25/2011,75000000,36392502,89758389
Supernatural Thriller,None,None,PG-13,Medium,Red Riding Hood,Heavy,3/11/2011,42000000,37662162,91678442
Animated,Light,Light,PG,None,Mars Needs Moms,Medium,3/11/2011,150000000,21392758,39549758
Animated,Light,None,PG,None,Rango,Medium,3/4/2011,135000000,123477607,245724600
Thriller,Medium,Light,PG-13,Medium,Unknown,Medium,2/18/2011,40000000,63686397,136123083
Thriller,Medium,Light,PG-13,Medium,Unknown,Medium,11/3/2006,3700000,26403,3355048
Comedy,Heavy,Light,PG-13,Medium,Just Go With It,Light,2/11/2011,80000000,103028109,214974953
Thriller,Heavy,Light,R,Light,Sanctum,Heavy,2/4/2011,30000000,23209310,104283753
Drama,Heavy,Heavy,R,Medium,Biutiful,Medium,1/28/2011,35000000,5101237,24687524
Thriller,Medium,Light,PG-13,None,The Rite,Medium,1/28/2011,37000000,33047633,97143987
Thriller,Heavy,Medium,R,Heavy,The Mechanic,Heavy,1/28/2011,42500000,29121498,76347393
Comedy,Heavy,Medium,R,Heavy,No Strings Attached,Light,1/21/2011,25000000,70662220,149228078
Comedy,Heavy,Light,PG-13,Light,The Dilemma,Medium,1/14/2011,70000000,48475290,70546865
Romantic Thriller,Medium,None,PG-13,None,The Tourist,Medium,12/10/2010,100000000,67631157,278731369
Drama,Heavy,Medium,R,Light,The Fighter,Medium,12/10/2010,11000000,93617009,129262388
Comedy,Medium,Light,Not Rated,Medium,Tiny Furniture,Light,11/12/2010,50000,391674,424149
Drama,Medium,None,PG-13,Light,Rabbit Hole,Light,12/17/2010,5000000,2229058,6205034
Thriller,Heavy,Medium,R,Heavy,Black Swan,Heavy,12/3/2010,13000000,106954678,331266710
Drama,Heavy,Medium,R,Medium,For Colored Girls,Medium,11/5/2010,21000000,37729698,38017873
Drama,Medium,Light,R,Light,127 Hours,Heavy,11/5/2010,18000000,18335230,60217171
Drama,Heavy,Medium,R,Medium,N-Secure,Medium,10/15/2010,1600000,2595644,2595644
Horror,Light,None,R,None,Case 39,Heavy,10/1/2010,27000000,13261851,28773827
Documentary,Light,Light,PG-13,Light,Freakonomics,Light,10/1/2010,2900000,101270,172867
Science Fiction,Medium,None,R,Light,Monsters,Medium,10/29/2010,500000,237301,5639730
Drama,Light,Light,PG-13,Light,Hereafter,Medium,10/15/2010,50000000,32746941,105246941
Numskull Comedy,Heavy,Heavy,R,Medium,Jackass 3D,Medium,10/15/2010,20000000,117229692,171685793
Drama,Medium,None,PG-13,None,Another Year,None,12/29/2010,8000000,3205706,20005613
Western,Medium,None,PG-13,None,True Grit,Heavy,12/22/2010,35000000,171243005,252276928
Drama,Medium,Medium,R,Medium,Somewhere,Light,12/22/2010,7000000,1785645,17023121
Comedy,Heavy,Medium,PG-13,Medium,Little Fockers,Medium,12/22/2010,100000000,148438600,310650574
Comedy,Heavy,Medium,R,Medium,Take Me Home Tonight,Light,3/4/2011,19000000,6928068,7576604
Thriller,Medium,Light,R,Light,Faster,Heavy,11/24/2010,24000000,23240020,35792945
Drama,Heavy,Light,PG-13,None,Warrior,Medium,9/9/2011,25000000,13657115,24215385
Thriller,Medium,Light,PG-13,Medium,The Roommate,Medium,2/4/2011,16000000,37300107,52545707
Science Fiction,None,None,PG,None,Tron: Legacy,Medium,12/17/2010,200000000,172062763,400062763
Horror,Heavy,None,R,Medium,My Soul To Take,Heavy,10/8/2010,25000000,14744435,16727470
Drama,Heavy,Medium,R,Heavy,Stone,Heavy,10/8/2010,22000000,1810078,4065020
Comedy,Heavy,Light,PG-13,Light,Life As We Know It,Light,10/8/2010,38000000,53374681,105887837
Mystery,Light,None,PG,None,Rust,Light,10/5/2010,250000,0,0
Semi-Biographical Drama,Heavy,Medium,R,Medium,Nowhere Boy,Medium,10/8/2010,1900000,1445366,7785229
Comedy,Heavy,Heavy,R,Heavy,The Virginity Hit,Medium,9/24/2010,2000000,636706,636706
Drama,Medium,None,PG,Light,"Lovely, Still",Light,9/10/2010,5000000,127564,282687
Comedy,Heavy,Medium,R,Heavy,Going The Distance,None,9/3/2010,32000000,17804299,43603990
Documentary,Light,Light,PG,None,I Want Your Money,Light,10/15/2010,400000,433588,433588
Comedy,Heavy,None,PG-13,Light,The Other Guys,Medium,8/6/2010,100000000,119219978,170936470
Musical,Heavy,Medium,PG-13,Medium,Burlesque,Light,11/24/2010,55000000,39440655,90552675
Comedy,Heavy,Medium,R,Heavy,Love And Other Drugs,Light,11/24/2010,30000000,32367005,102716321
Animated,None,None,PG,None,Tangled,Light,11/24/2010,260000000,200821936,586477240
Drama,Heavy,None,R,Medium,Made In Dagenham,Light,11/19/2010,8000000,1095369,15644196
Thriller,Medium,None,PG-13,Light,The Next Three Days,Medium,11/19/2010,30000000,21148651,67255916
Science Fiction,Heavy,Light,PG-13,Light,Skyline,Heavy,11/12/2010,10000000,21416355,68264973
Comedy,Heavy,None,R,Medium,Due Date,Medium,11/5/2010,65000000,100539043,211739043
Animated,Light,None,PG,None,Megamind,Medium,11/5/2010,130000000,148415853,321887208
Horror,Heavy,Light,R,Medium,Saw 3D,Heavy,10/29/2010,17000000,45710178,133735284
Drama,Heavy,Light,PG-13,Light,The Social Network,Light,10/1/2010,40000000,96962694,224922135
Horror,Heavy,Light,R,Light,Let Me In,Heavy,10/1/2010,20000000,12134935,28270399
Horror,Heavy,Light,R,Light,Paranormal Activity 2,Medium,10/20/2010,3000000,84752907,177512032
Drama,Heavy,Light,R,None,Conviction,Medium,10/15/2010,12500000,6797696,11826980
Thriller,Heavy,None,R,None,Buried,Medium,9/24/2010,1987650,1044143,21270290
Comedy,Heavy,Light,R,Medium,You Will Meet A Tall Dark Stranger,Light,9/22/2010,15000000,3247816,34247816
Thriller,Medium,None,PG-13,Light,Devil,Medium,9/17/2010,10000000,33679655,63354114
Comedy,Heavy,Light,PG-13,Medium,Easy A,Light,9/17/2010,8000000,58401464,76200721
Comedy,Light,None,PG,None,Alpha And Omega 3D,Light,9/17/2010,20000000,25107267,48958353
Science Fiction,Light,Medium,R,Medium,Never Let Me Go,Medium,9/15/2010,15000000,2434652,11173718
Thriller,Heavy,Medium,R,Medium,The Town,Heavy,9/17/2010,37000000,92186262,152566881
Thriller,Heavy,Heavy,R,Heavy,Machete,Heavy,9/3/2010,12500000,26593646,46370970
Thriller,Light,Heavy,R,Medium,The American,Medium,9/1/2010,20000000,35606376,67950723
Horror,Light,Light,PG-13,Light,The Last Exorcism,Heavy,8/27/2010,1800000,41034350,70165900
Horror,Heavy,Heavy,R,Heavy,Piranha 3D,Heavy,8/20/2010,24000000,25003155,83660160
Comedy,Heavy,None,PG-13,Medium,Lottery Ticket,Medium,8/20/2010,17000000,24719879,24719879
Comedy,Heavy,Light,PG-13,Medium,Vampires Suck,Medium,8/18/2010,20000000,36661504,81424988
Drama,Heavy,Light,R,Medium,Animal Kingdom,Heavy,8/13/2010,4200000,1044039,8078683
Drama,Medium,Medium,PG-13,Light,Eat Pray Love,Light,8/13/2010,60000000,80574010,206598789
Science Fiction,Heavy,None,PG-13,Medium,Scott Pilgrim Vs. The World,Medium,8/13/2010,85000000,31611316,48056764
Action,Heavy,Light,R,Light,The Expendables,Heavy,8/13/2010,82000000,103068524,268268174
Comedy,Heavy,Medium,R,Heavy,Middle Men,Medium,8/6/2010,20000000,754301,754301
Drama,Light,Light,PG,None,Flipped,Light,8/6/2010,14000000,1755212,4289993
Drama,Light,Light,PG-13,Light,Charlie St. Cloud,Medium,7/30/2010,44000000,31206263,48478084
Comedy,Medium,Light,R,Light,On The Waterfront,Light,7/28/1954,910000,9600000,9600000
Drama,Heavy,None,PG-13,None,Get Low,Light,7/30/2010,7000000,9176933,10828305
Drama,None,Light,,None,The Robe,Light,9/16/1953,5000000,36000000,36000000
Comedy,Heavy,Light,PG-13,Light,The Switch,Light,8/20/2010,19000000,27758465,49858465
Drama,Medium,Medium,R,Heavy,The Killer Inside Me,Heavy,6/18/2010,13000000,217277,3617277
Drama,None,Medium,R,Medium,Agora,Heavy,5/28/2010,70000000,619423,38992292
Comedy,Heavy,Light,R,Light,Cyrus,Light,6/18/2010,7000000,7468936,10062896
Horror,Heavy,Medium,R,Medium,Splice,Heavy,6/4/2010,30000000,17010170,28542494
Comedy,Heavy,Medium,R,Medium,Macgruber,Medium,5/21/2010,10000000,8525600,8629895
Comedy,None,Light,PG,None,Shrek Forever After,Light,5/21/2010,165000000,238736787,756244673
Drama,Medium,Light,PG-13,Light,Ondine,Medium,6/4/2010,12000000,550472,557545
Drama,Heavy,Light,R,Medium,Solitary Man,Light,5/21/2010,12500000,4360548,4360548
Science Fiction,None,None,Not Rated,None,The Secret Of Kells,Light,3/5/2010,8000000,690290,3582797
Comedy,Light,Medium,R,Medium,Micmacs,Medium,5/28/2010,42000000,1259693,11756922
Drama,Heavy,Medium,Not Rated,Heavy,Breaking Upwards,None,4/2/2010,15000,115592,115592
Musical,Light,Light,PG,None,Standing Ovation,Light,7/16/2010,5600000,531806,531806
Comedy,None,None,G,None,Ramona And Beezus,Light,7/23/2010,15000000,26167002,27469621
Thriller,Medium,None,PG-13,None,Salt,Heavy,7/23/2010,130000000,118311368,290650494
Comedy,Medium,Medium,PG-13,Heavy,Dinner For Schmucks,Medium,7/30/2010,69000000,73026337,86796502
Thriller,Medium,None,PG-13,None,Inception,Medium,7/16/2010,160000000,292576195,832402082
Science Fiction,Heavy,None,R,Light,Predators,Heavy,7/9/2010,40000000,52000688,127234389
Comedy,Light,None,PG,None,Despicable Me,Medium,7/9/2010,69000000,251513985,543495033
Drama,Heavy,Medium,R,Heavy,The Kids Are All Right,Light,7/9/2010,4000000,20811365,36275469
Thriller,Medium,Light,PG-13,Light,Jonah Hex,Medium,6/18/2010,47000000,10547117,11022696
Comedy,Medium,Light,PG-13,Light,Grown Ups,Light,6/25/2010,75000000,162001186,272223430
Comedy,Medium,None,PG-13,Light,Knight And Day,Medium,6/23/2010,117000000,76423035,258751370
Science Fiction,Light,Light,PG-13,Light,The Twilight Saga: Eclipse,Medium,6/30/2010,68000000,300531751,706102828
Science Fiction,None,Light,PG,None,The Last Airbender,Medium,7/1/2010,150000000,131772187,319713881
Comedy,Heavy,Medium,R,Heavy,Get Him To The Greek,Medium,6/4/2010,40000000,61153526,91455875
Drama,Light,Light,PG,None,The Karate Kid,Medium,6/11/2010,40000000,176591618,351774938
Drama,Light,Light,PG,None,The Karate Kid,Medium,6/22/1984,8000000,90815558,90815558
Comedy,Light,None,PG,None,Marmaduke,Light,6/4/2010,50000000,33644788,89895930
Comedy,Light,Light,PG-13,Light,Killers,Medium,6/4/2010,75000000,47059963,95572749
Comedy,Medium,Medium,R,Heavy,Sex And The City 2,None,5/27/2010,95000000,95347692,294680778
Comedy,Light,Light,PG,Light,Just Wright,Light,5/14/2010,12000000,21540363,21867665
Action,Light,Light,PG-13,Light,Robin Hood,Medium,5/14/2010,210000000,105487148,322459006
Drama,Medium,Heavy,R,Heavy,Mother And Child,Light,5/7/2010,7000000,1110509,6537179
Action,Heavy,Light,PG-13,Medium,The Losers,Medium,4/23/2010,25000000,23591432,29863840
Action,Medium,Light,PG-13,Light,Iron Man 2,Medium,5/7/2010,170000000,312433331,621156389
Comedy,Heavy,Light,PG-13,Medium,Date Night,Medium,4/9/2010,55000000,98711404,152269033
Drama,Light,None,PG,Light,Princess Kaiulani,Medium,5/14/2010,9000000,883887,883887
Drama,Heavy,Medium,R,Medium,Harry Brown,None,4/30/2010,7300000,1818681,12023606
Thriller,Heavy,None,R,Light,Don Mckay,Heavy,4/2/2010,6000000,13722,13722
Drama,Light,Medium,PG-13,Medium,The City Of Your Final Destination,Light,4/16/2010,8300000,493296,1353296
Drama,Heavy,Medium,R,Medium,Please Give,None,4/30/2010,3000000,4033574,4570178
Thriller,Heavy,Medium,R,Light,Repo Men,Heavy,3/19/2010,32000000,13942007,18195238
Comedy,Light,None,PG,None,Diary Of A Wimpy Kid,None,3/19/2010,15000000,64003625,76954311
Horror,Heavy,Heavy,R,Medium,After.Life,Heavy,4/9/2010,4500000,108596,2481925
Comedy,Medium,Medium,R,Medium,The Joneses,Light,4/16/2010,10000000,1475746,3541565
Drama,None,Medium,PG-13,Light,The Yellow Handkerchief,Medium,2/26/2010,15500000,318623,318623
Drama,Heavy,Medium,R,Heavy,Chloe,Light,3/26/2010,13000000,3075255,11831131
Drama,Heavy,Medium,R,Heavy,The Runaways,Medium,3/19/2010,9500000,3573673,5278632
Mystery,Heavy,Light,PG-13,Light,The Ghost Writer,Medium,2/19/2010,45000000,15541549,65532491
Drama,Medium,None,PG-13,Light,My Name Is Khan,Medium,2/12/2010,8470000,4046336,42355526
Drama,Light,Light,PG-13,None,Blood Done Sign My Name,Medium,2/19/2010,10000000,109383,109383
Thriller,Heavy,Medium,R,Heavy,The Girl With The Dragon Tattoo,Heavy,12/20/2011,90000000,102515793,239373970
Drama,Heavy,None,R,Light,The Good Guy,Light,2/19/2010,10000000,100688,106466
Drama,Light,None,PG,None,Secretariat,Light,10/8/2010,35000000,59699513,60376247
Comedy,None,None,PG,None,You Again,Light,9/24/2010,20000000,25702053,32838945
Drama,Light,Light,PG-13,None,Step Up 3D,Light,8/6/2010,30000000,42400223,165889117
Comedy,Heavy,Light,R,Medium,Death At A Funeral,Light,4/16/2010,21000000,42739347,48977233
Comedy,Heavy,Light,R,Medium,Death At A Funeral,Light,8/17/2007,20000000,8580428,46790428
Comedy,Light,Light,PG,None,Furry Vengeance,Medium,4/30/2010,35000000,17630465,39340177
Family,None,None,G,None,Toy Story 3,Light,6/18/2010,200000000,415004880,1069666004
Documentary,None,None,G,None,Oceans,Light,4/22/2010,80000000,19422319,86787530
Drama,Medium,Light,PG-13,Light,To Save A Life,Light,1/22/2010,500000,3777210,3824868
Science Fiction,Light,None,PG-13,None,Clash Of The Titans,Heavy,4/1/2010,125000000,163214888,493214888
Science Fiction,Light,None,PG-13,None,Clash Of The Titans,Heavy,6/12/1981,15000000,30000000,44400000
Action,Light,None,PG,None,How To Train Your Dragon,Medium,3/26/2010,165000000,217581232,494870992
Drama,Heavy,Light,PG-13,Light,City Island,Light,3/19/2010,6000000,6671283,8173486
Comedy,Heavy,Medium,R,Heavy,Hot Tub Time Machine,Medium,3/26/2010,36000000,50269859,65967750
Comedy,Heavy,Medium,PG-13,Light,The Bounty Hunter,Light,3/19/2010,45000000,67061228,135808837
Thriller,Heavy,None,R,None,Green Zone,Medium,3/12/2010,100000000,35497337,97523020
Comedy,Medium,None,PG-13,Light,Our Family Wedding,Light,3/12/2010,14000000,20255281,21410546
Science Fiction,Light,None,PG,None,Alice In Wonderland,Medium,3/5/2010,200000000,334191110,1025491110
